OTU,mean.group1.,variance.group1.,stderr.group1.,mean.group2.,variance.group2.,stderr.group2.,p.value,sum.groupmeans,FDR.q.value,Taxonomy
Otu006,0.189035,0.080297,0.141684,0.016753,8.60E-05,0.003787,0.222832,2.000004,0.882352941,Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);Clostridiales_unclassified(100);
Otu008,0.008339,8.00E-05,0.004486,0.00293,6.00E-06,0.000994,0.23857,2.000004,0.882352941,Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);
Otu009,0.004057,1.40E-05,0.001874,0.000639,1.00E-06,0.000375,0.065664,2.000004,0.882352941,Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);
Otu013,0.012452,0.000154,0.006209,0.058636,0.008251,0.037083,0.217009,2.000004,0.882352941,Bacteria(100);Bacteroidetes(100);Bacteroidetes_unclassified(100);Bacteroidetes_unclassified(100);Bacteroidetes_unclassified(100);Bacteroidetes_unclassified(100);
Otu019,0.015889,9.80E-05,0.004955,0.035948,0.001789,0.017267,0.276626,2.000004,0.882352941,Bacteria(100);Actinobacteria(100);Actinobacteria(100);Bifidobacteriales(100);Bifidobacteriaceae(100);Bifidobacterium(100);
Otu024,0.000338,0,0.000113,0.00278,3.60E-05,0.002437,0.347439,2.000004,0.882352941,Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Selenomonas(100);
Otu026,0.007156,0.000102,0.005059,0.037112,0.003823,0.025244,0.244327,2.000004,0.882352941,Bacteria(100);Proteobacteria(100);Epsilonproteobacteria(100);Campylobacterales(100);Campylobacteraceae(100);Campylobacter(100);
Otu030,0.000169,0,0.000108,0.001052,3.00E-06,0.000697,0.20671,2.000004,0.882352941,Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100);
Otu031,0.001465,4.00E-06,0.001043,0.003794,1.60E-05,0.00165,0.232505,2.000004,0.882352941,Bacteria(100);Proteobacteria(100);Deltaproteobacteria(100);Desulfovibrionales(100);Desulfovibrionaceae(100);Desulfovibrio(100);
Otu035,0.005296,3.80E-05,0.003072,0.020622,0.000864,0.012002,0.213131,2.000004,0.882352941,Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Veillonella(100);
Otu040,0.00462,2.80E-05,0.002669,0.001615,2.00E-06,0.000641,0.290682,2.000004,0.882352941,Bacteria(100);Synergistetes(100);Synergistia(100);Synergistales(100);Synergistaceae(100);Cloacibacillus(100);
Otu041,0,0,0,0.000301,0,0.000139,0.031131,2.000004,0.882352941,Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Enterobacteriales(100);Enterobacteriaceae(100);Escherichia/Shigella(100);
Otu042,0,0,0,0.001127,6.00E-06,0.001039,0.29428,2.000004,0.882352941,Bacteria(100);Actinobacteria(100);Actinobacteria(100);Coriobacteriales(100);Coriobacteriaceae(100);Coriobacteriaceae_unclassified(100);
Otu044,0.015382,0.00027,0.008216,0.088874,0.005358,0.029884,0.02272,2.000004,0.882352941,Bacteria(100);Proteobacteria(100);Epsilonproteobacteria(100);Campylobacterales(100);Helicobacteraceae(100);Helicobacter(100);
